SAP_ID,Station,Station_Ty,County,Region,Division,Country,Lifesaving,Lifesavi_1,ALM,Regional_M,CSP,Lat_Dec_De,Long_Dec_D
9172,Wicklow,ALB/ILB,County Wicklow,Ireland,Central,Ireland,Ireland,37,Owen Medland,Gareth Morrison,Kevin Rahill,52.981601,-6.032684
9200,Courtown,ILB,County Wexford,Ireland,Central,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.643506,-6.225913
9237,Dunmore East,ALB,County Waterford,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.147077,-6.992518
9234,Fethard,ILB,County Wexford,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.187758,-6.838203
9267,Helvick Head,ILB,County Waterford,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.0538,-7.5398
9225,Kilmore Quay,ALB,County Wexford,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.173354,-6.589877
9203,Rosslare Harbour,ALB,County Wexford,Ireland,Central,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.253976,-6.335815
9259,Tramore,ILB,County Waterford,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.154096,-7.160562
9202,Wexford,ILB,County Wexford,Ireland,Central,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,52.341891,-6.461635
9271,Youghal,ILB,County Cork,Ireland,South,Ireland,Ireland,38,Joe Moore,Gareth Morrison,Kevin Rahill,51.951457,-7.844188
9292,Ballycotton,ALB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.826984,-8.001682
9322,Baltimore,ALB/ILB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.487761,-9.372083
9338,Castletownbere,ALB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.648978,-9.901901
9300,Courtmacsherry Harbour,ALB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.634941,-8.709276
9298,Crosshaven,ILB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.804435,-8.29791
9299,Kinsale,ILB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.7001,-8.518
9311,Union Hall,ILB,County Cork,Ireland,South,Ireland,Ireland,39,Michael Carmody,Gareth Morrison,Kevin Rahill,51.558712,-9.133953
9366,Aran Islands,ALB,County Galway,Ireland,Central,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,53.12308,-9.66794
9377,Clifden,ILB,County Galway,Ireland,Central,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,53.485853,-10.029778
9353,Fenit,ALB/ILB,County Kerry,Ireland,South,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,52.271712,-9.863121
9371,Galway,ILB,County Galway,Ireland,Central,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,53.26916,-9.04687
9360,Kilrush,ILB,County Clare,Ireland,South,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,52.629945,-9.50057
9357,Lough Derg,ILB,County Donegal,Ireland,Central,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,52.925978,-8.27591
9344,Valentia,ALB,County Kerry,Ireland,South,Ireland,Ireland,40,Darren Byers,Gareth Morrison,Kevin Rahill,51.926817,-10.288282
9380,Achill Island,ALB,County Mayo,Ireland,Central,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,53.882786,-9.944697
9388,Arranmore,ALB,County Donegal,Ireland,North & IOM,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,54.99713,-8.498311
9382,Ballyglass,ALB/ILB,County Mayo,Ireland,Central,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,54.253746,-9.893222
9385,Bundoran,ILB,County Donegal,Ireland,North & IOM,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,54.477009,-8.289091
9584,Lough Swilly,ALB/ILB,County Donegal,Ireland,North & IOM,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,55.140876,-7.473457
9384,Sligo Bay,ILB,County Sligo,Ireland,North & IOM,Ireland,Ireland,41,Tim Doran,Gareth Morrison,Kevin Rahill,54.305059,-8.567927
