Equipment_ID,Equipment1,Current_Location,Current_Lat,Current__long,Allocated,Allocated_Lat,Allocate_Long,ON_Number,Lifeboat_No,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service
OB02004339,ON1289 Tamar ALB The Baltic Exchange III,Salcombe ALB,50.238604,-3.766712,Salcombe ALB,50.23860438,-3.766712082,ON1289,16-Sep,235050655,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,12/12/2007
OB02003311,B-Class A75 Joan Bate,Salcombe ILB B,50.238604,-3.766712,Salcombe ILB B,50.23860438,-3.766712082, ,B-794, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/06/2003
OB02002185,ON1203 Severn ALB Spirit of Guernsey,St Peter Port ALB,49.452742,-2.533415,St Peter Port ALB,49.45274249,-2.533414534,ON1203,17-Apr,232001940,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1995
OB02006407,B-Class A85 Eric W Wilson,St Catherine ILB B,49.21796,-2.030262,St Catherine ILB B,49.21795993,-2.030262494, ,B-841,235108064,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,15/06/2010
OB02004827,ON1292 Tamar ALB George Sullivan,St Helier ALB,49.1805,-2.1128,St Helier ALB,49.1805,-2.1128,ON1292,16-Dec,235050568,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,01/06/2009
OB02006050,B-Class A85 Martin Harvey,St Helier ILB B,49.1805,-2.1128, , , , ,B-835,235097643,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,03/09/2009
OB02002229,ON1199 Trent ALB Roy Barker I,Alderney ALB,49.723992,-2.200106,Alderney ALB,49.72399202,-2.200105574,ON1199,14-Apr,232001870,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1994
OB02002737,ON1264 Severn ALB Sybil Mullen Glover,Plymouth ALB,50.3631,-4.1504,Plymouth ALB,50.3631,-4.1504,ON1264,17-35,235005121,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,28/02/2003
OB02002957,B-Class A75 Millennium Forester,Plymouth ILB B,50.3631,-4.1504,Plymouth ILB B,50.3631,-4.1504, ,B-775, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/07/2001
OB02003198,A-Class IRB No Name,Plymouth ILB A,50.3631,-4.1504, , , , ,A-31, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,04/02/2003
OB02018847,B-Class A85 Sheila and Dennis Tongue II,Looe ILB B,50.352019,-4.453241,Looe ILB B,50.35201931,-4.453241023, ,B-894, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
OB02006704,D-Class ILB Ollie Naismith,Looe ILB D,50.352019,-4.453241,Looe ILB D,50.35201931,-4.453241023, ,D-741,235109317,D-Class,IB1 variant,IB1,MK2IB1,22/09/2010
OB02002760,ON1253 Trent ALB Corinne Whiteley,Fowey ALB,50.338722,-4.632329, , , ,ON1253,14-32,232004405,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/2001
OB02004755,D-Class ILB Olive Two,Fowey ILB D,50.338722,-4.632329,Fowey ILB D,50.33872172,-4.632329423, ,D-681,235102934,D-Class,IB1 variant,IB1,MK2IB1,28/09/2007
OB02002756,ON1256 Severn ALB Richard Cox Scott,Falmouth ALB,50.1514,-5.0592,Falmouth ALB,50.1514,-5.0592,ON1256,17-29,232004408,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/2001
OB02002191,B-Class A75 Eve Pank,Falmouth ILB B,50.1514,-5.0592,Falmouth ILB B,50.1514,-5.0592, ,B-756, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,15/06/1999
OB02005604,ON1300 Tamar ALB Rose,The Lizard ALB,49.969512,-5.187045,The Lizard ALB,49.96951183,-5.187045014,ON1300,16-20,235069212,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/06/2011
OB02002738,ON1265 Severn ALB Ivan Ellen,Penlee ALB,50.103931,-5.548723,Penlee ALB,50.10393143,-5.548723221,ON1265,17-36,235005122,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/03/2003
OB02018846,B-Class A85 Mollie and Ivor Dent,Penlee ILB B,50.103931,-5.548723,Penlee ILB B,50.10393143,-5.548723221, ,B-893, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
OB02002072,ON1229 Severn ALB The Whiteheads,St Mary's ALB,49.916863,-6.311713,St Mary's ALB,49.91686344,-6.311713371,ON1229,17-Nov,232003049,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/1997
OB02004853,ON1294 Tamar ALB City of London III,Sennen Cove ALB,50.077864,-5.703656,Sennen Cove ALB,50.07786401,-5.703655897,ON1294,16-14,235050719,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,28/10/2009
OB02012707,D-Class ILB Amy Brown,Sennen Cove ILB D,50.077864,-5.703656,Sennen Cove ILB D,50.07786401,-5.703655897, ,D-763,235102025,D-Class,IB1 variant,IB1,MK2IB1,18/11/2013
OB02026535,ON1318 Shannon ALB Nora Stachura,St Ives ALB,50.2128,-5.4796,St Ives ALB,50.2128,-5.4796,ON1318,13-Nov,235106579,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
OB02016859,D-Class ILB XKalibur,St Agnes ILB D,50.3195,-5.2017,St Agnes ILB D,50.3195,-5.2017, ,D-787,235108991,D-Class,IB1 variant,IB1,MK2IB1, 
OB02004764,B-Class A85 The Gladys Mildred,Newquay (Cornwall) ILB B,50.416411,-5.087125,Newquay (Cornwall) ILB B,50.41641073,-5.087124556, ,B-821,235101862,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/09/2007
OB02016070,D-Class ILB Enid Mary,Newquay (Cornwall) ILB D,50.416411,-5.087125,Newquay (Cornwall) ILB D,50.41641073,-5.087124556, ,D-773,235103266,D-Class,IB1 variant,IB1,MK2IB1,02/10/2014
OB02003816,ON1283 Tamar ALB Spirit of Padstow,Padstow ALB,50.549034,-5.02172,Padstow ALB,50.54903445,-5.021720113,ON1283,16-Apr,235030388,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,31/08/2006
OB02006548,D-Class ILB Norma and Bill Burleigh,Rock ILB D,50.544643,-4.924479, , , , ,D-720,235108872,D-Class,IB1 variant,IB1,MK2IB1,06/07/2012
OB02005118,D-Class ILB Copeland Bell,Port Isaac ILB D,50.592012,-4.831992,Port Isaac ILB D,50.59201225,-4.831992477, ,D-707,235096952,D-Class,IB1 variant,IB1,MK2IB1,01/11/2008
OB02026053,T Mansell,Port Isaac ILB D,50.592012,-4.831992, , , , , , ,D-Class,IB1 variant,IB1,MK2IB1,16/02/2017
OB02010345,D-Class ILB George Bird,Bude ILB D,50.830895,-4.550008,Bude ILB D,50.83089483,-4.550007876, ,D-756,235096667,D-Class,IB1 variant,IB1,MK2IB1,29/11/2012
OB02012703,B-Class A85 Toby Rundle,Clovelly ILB B,50.9983,-4.3976,Clovelly ILB B,50.9983,-4.3976, ,B-872,235100651,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,02/05/2014
OB02004855,ON1296 Tamar ALB Mollie Hunt,Appledore ALB,51.056909,-4.199869,Appledore ALB,51.05690932,-4.199869033,ON1296,16-16,235050722,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,28/01/2010
OB02010337,B-Class A85 Glanely,Appledore ILB B,51.056909,-4.199869,Appledore ILB B,51.05690932,-4.199869033, ,B-861,235092934,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,19/06/2012
OB02026500,ON1316 Shannon ALB The Barry & Peggy High Foundation,Ilfracombe ALB,51.209663,-4.116088,Ilfracombe ALB,51.20966285,-4.11608837,ON1316,13-Sep,235106576,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
OB02006060,D-Class ILB Deborah Brown II,Ilfracombe ILB D,51.209663,-4.116088,Ilfracombe ILB D,51.20966285,-4.11608837, ,D-717,235102875,D-Class,IB1 variant,IB1,MK2IB1,01/08/2009
OB02004775,B-Class A85 Richard and Elizabeth Deaves,Minehead ILB B,51.214049,-3.475224,Minehead ILB B,51.2140494,-3.475224221, ,B-824,235097642,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,29/11/2007
OB02005123,D-Class ILB Christine,Minehead ILB D,51.214049,-3.475224,Minehead ILB D,51.2140494,-3.475224221, ,D-712,235108849,D-Class,IB1 variant,IB1,MK2IB1,01/07/2009
OB02003312,B-Class A75 Staines Whitfield,Burnham-on-Sea ILB B,51.2337,-2.9973,Burnham-on-Sea ILB B,51.2337,-2.9973, ,B-795, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,15/09/2003
OB02023533,D-Class ILB Burnham Reach,Burnham-on-Sea ILB D,51.2337,-2.9973,Burnham-on-Sea Lifeboat Station,51.2337,-2.9973, ,D-801, ,D-Class,IB1 variant,IB1,MK2IB1,05/10/2016
OB02002780,B-Class A75 Coventry and Warwickshire,Weston-Super-Mare ILB B (Knightstone),51.352089,-2.988006,Weston-Super-Mare ILB B (Knightstone),51.352089,-2.988006, ,B-769, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,15/10/2002
OB02004938,D-Class ILB Anna Stock,Weston-Super-Mare ILB D (Knightstone),51.352089,-2.988006,Weston-Super-Mare ILB D (Knightstone),51.352089,-2.988006, ,D-696,235102987,D-Class,IB1 variant,IB1,MK2IB1,08/05/2008
OB02016845,B-Class A85 My Lady Anne,Portishead ILB B,51.493793,-2.756786,Portishead ILB B,51.49379317,-2.756786263, ,B-884,235109764,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85, 
OB02006406,B-Class A85 Maureen Lilian,Penarth ILB B,51.43253,-3.16901,Penarth ILB B,51.43252982,-3.16901, ,B-839,235100648,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,23/02/2010
OB02004934,D-Class ILB Connie Dains,Penarth ILB D,51.43253,-3.16901,Penarth ILB D,51.43252982,-3.16901, ,D-692,235102935,D-Class,IB1 variant,IB1,MK2IB1,01/01/2008
OB02002134,ON1245 Trent ALB Inner Wheel II,Barry Dock ALB,51.393299,-3.261923,Barry Dock ALB,51.39329906,-3.261922656,ON1245,14-29,232004396,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/1999
OB02005006,B-Class A85 Rose of The Shires,Porthcawl ILB B,51.474169,-3.702059,Porthcawl ILB B,51.47416911,-3.702059059, ,B-832,235091471,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/05/2009
OB02006058,D-Class ILB Jean Ryall,Porthcawl ILB D,51.474169,-3.702059,Porthcawl ILB D,51.47416911,-3.702059059, ,D-714,235076273,D-Class,IB1 variant,IB1,MK2IB1,01/03/2010
OB02007411,D-Class ILB Yeoman of The Guard,Port Talbot ILB D,51.593538,-3.816837, , , , ,D-750,235096969,D-Class,IB1 variant,IB1,MK2IB1,01/12/2011
OB02005611,ON1307 Tamar ALB Roy Barker IV,The Mumbles ALB,51.569855,-3.974175,The Mumbles ALB,51.56985474,-3.974174976,ON1307,16-27,235069218,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,21/07/2013
OB02012705,D-Class ILB Mark Lott,The Mumbles ILB D,51.569855,-3.974175,The Mumbles ILB D,51.56985474,-3.974174976, ,D-761,235100703,D-Class,IB1 variant,IB1,MK2IB1,16/09/2013
OB02004808,D-Class ILB Albert Wordley,Horton & Port Eynon ILB D,51.5483,-4.2011,Horton & Port Eynon ILB D,51.5483,-4.2011, ,D-688,235096944,D-Class,IB1 variant,IB1,MK2IB1,01/01/2008
OB02002960,B-Class A75 Leicester Challenge II,Burry Port ILB B,51.679713,-4.248449,Burry Port ILB B,51.67971328,-4.24844944, ,B-777, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/11/2001
OB02007410,D-Class ILB Diane Hilary,Burry Port ILB D,51.679713,-4.248449,Burry Port ILB D,51.67971328,-4.24844944, ,D-749,235096968,D-Class,IB1 variant,IB1,MK2IB1,01/11/2011
OB02003696,ON1281 Tamar ALB Haydn Miller,Tenby ALB,51.673089,-4.693729,Tenby ALB,51.67308925,-4.693728541,ON1281,16-Feb,235014279,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,31/01/2006
OB02006350,D-Class ILB Georgina Taylor,Tenby ILB D,51.673089,-4.693729,Tenby ILB D,51.67308925,-4.693728541, ,D-727,235102928,D-Class,IB1 variant,IB1,MK2IB1,02/12/2009
OB02004826,ON1291 Tamar ALB Mark Mason,Angle ALB,51.689476,-5.079038,Angle ALB,51.68947635,-5.079037931,ON1291,16-Nov,235050567,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,06/01/2009
OB02016456,D-Class ILB Super G II,Angle ILB D,51.689476,-5.079038,Angle ILB D,51.68947635,-5.079037931, ,D-776,235107683,D-Class,IB1 variant,IB1,MK2IB1,10/12/2014
OB02014019,D-Class ILB Jack and Edith May,Little & Broad Haven ILB D,51.773168,-5.107117,Little & Broad Haven ILB D,51.77316844,-5.107116533, ,D-766,235102819,D-Class,IB1 variant,IB1,MK2IB1,01/03/2014
OB02005610,ON1306 Tamar ALB Norah Wortley,St Davids ALB,51.878559,-5.309105,St Davids ALB,51.87855877,-5.309104876,ON1306,16-26,235069182,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/02/2013
OB02005115,D-Class ILB Myrtle and Trevor Gurr,St Davids ILB D,51.878559,-5.309105,St Davids ILB D,51.87855877,-5.309104876, ,D-704,235108921,D-Class,IB1 variant,IB1,MK2IB1,01/10/2008
OB02002156,ON1198 Trent ALB Blue Peter VII,Fishguard ALB,52.0133,-4.9842,Fishguard ALB,52.0133,-4.9842,ON1198,14-Mar,232001860,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1994
OB02016861,D-Class ILB Edward Arthur Richardson,Fishguard ILB D,52.0133,-4.9842,Fishguard ILB D,52.0133,-4.9842, ,D-789,235108995,D-Class,IB1 variant,IB1,MK2IB1, 
OB02012495,B-Class A85 John and Louisa Fisher,Cardigan ILB B,52.1047,-4.6995, , , , ,B-870,235098757,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,05/07/2013
OB02005120,D-Class ILB Elsie Ida Meade,Cardigan ILB D,52.1047,-4.6995,Cardigan ILB D,52.1047,-4.6995, ,D-709,235096953,D-Class,IB1 variant,IB1,MK2IB1,01/12/2008
OB02002140,ON1172 Mersey ALB Frank and Lena Clifford of Stourbridge,New Quay (Ceredigion) ALB,52.213498,-4.35759,New Quay (Ceredigion) ALB,52.21349806,-4.357590377,ON1172,Dec-15,232002726,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991
OB02010344,D-Class ILB Audrey LJ,New Quay (Ceredigion) ILB D,52.213498,-4.35759,New Quay (Ceredigion) ILB D,52.21349806,-4.357590377, ,D-754,235096974,D-Class,IB1 variant,IB1,MK2IB1,10/09/2012
OB02012343,A-Class IRB No Name,Aberystwyth ILB A,52.408783,-4.088923,Aberystwyth ILB A,52.4087825,-4.08892346, ,A-78, ,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeboat,01/12/2012
OB02004765,B-Class A85 Spirit of Friendship,Aberystwyth ILB B,52.408783,-4.088923,Aberystwyth ILB B,52.4087825,-4.08892346, ,B-822,235102918,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/10/2007
OB02012578,D-Class ILB Geoffrey Scott,Borth ILB D,52.481262,-4.051377,Borth ILB D,52.48126205,-4.051377136, ,D-760,235100204,D-Class,IB1 variant,IB1,MK2IB1,05/07/2013
OB02018849,B-Class A85 Hugh Miles,Aberdovey ILB B,52.543236,-4.045663,Aberdovey ILB B,52.54323556,-4.045663388, ,B-896, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
OB02002175,ON1185 Mersey ALB Moira Barrie,Barmouth ALB,52.7209,-4.0558,Barmouth ALB,52.7209,-4.0558,ON1185,Dec-26,232002645,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992
OB02004471,D-Class ILB Rotarian Clive Tanner,Barmouth ILB D,52.7209,-4.0558,Barmouth ILB D,52.7209,-4.0558, ,D-678,235096938,D-Class,IB1 variant,IB1,MK2IB1,06/06/2007
OB02004774,B-Class A85 Doris Joan,Criccieth ILB B,52.918002,-4.230414,Criccieth ILB B,52.91800196,-4.230413713, ,B-823,235096757,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/10/2007
OB02002061,ON1168 Mersey ALB Lilly and Vincent Anthony,Pwllheli ALB,52.8828,-4.4022,Pwllheli ALB,52.8828,-4.4022,ON1168,12-010,232003205,Mersey,Carriage Boat,CarriageBoat,MK1ALALMersey,01/01/1990
OB02004469,D-Class ILB Leslie and Peter Downes,Pwllheli ILB D,52.8828,-4.4022,Pwllheli ILB D,52.8828,-4.4022, ,D-676,235096936,D-Class,IB1 variant,IB1,MK2IB1,01/07/2007
OB02016847,B-Class A85 Peter and Ann Setten,Abersoch ILB B,52.826469,-4.504438,Abersoch ILB B,52.82646872,-4.504437663, ,B-886, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85, 
OB02003080,D-Class BB Hounslow,Porthdinllaen ALB,52.946957,-4.564596,Porthdinllaen Lifeboat Station,52.94695697,-4.564596433, ,BB-575, ,D-Class,EA16 variant,EA16,MK1BBEA16,01/01/2002
OB02005608,ON1304 Tamar ALB John D Spicer,Porthdinllaen ALB,52.946957,-4.564596,Porthdinllaen ALB,52.94695697,-4.564596433,ON1304,16-24,235069216,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,15/07/2012
OB02006411,B-Class A85 Hereford Endeavour,Trearddur Bay ILB B,53.280685,-4.619961,Trearddur Bay ILB B,53.28068531,-4.619960873, ,B-847,235109733,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,10/11/2010
OB02006579,D-Class ILB Constance Green,Trearddur Bay ILB D,53.280685,-4.619961, , , , ,D-730, ,D-Class,IB1 variant,IB1,MK2IB1,01/03/2010
OB02010343,D-Class ILB Clive and Imelda Rawlins,Trearddur Bay ILB D,53.280685,-4.619961,Trearddur Bay ILB D,53.28068531,-4.619960873, ,D-753,235096973,D-Class,IB1 variant,IB1,MK2IB1,27/07/2012
OB02002974,ON1272 Severn ALB Christopher Pearce,Holyhead ALB,53.317999,-4.641813,Holyhead ALB,53.317999,-4.641812593,ON1272,17-41,235007796,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/12/2003
OB02002736,ON1263 Severn ALB Osier,Holyhead ALB,53.317999,-4.641813, , , ,ON1263,17-34,235005119,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,01/06/2002
OB02016863,D-Class ILB Mary and Archie Hooper,Holyhead ILB D,53.317999,-4.641813,Holyhead ILB D,53.317999,-4.641812593, ,D-791,235108997,D-Class,IB1 variant,IB1,MK2IB1, 
OB02004825,ON1290 Tamar ALB Edward and Barbara Prigmore,Moelfre ALB,53.354649,-4.231977, , , ,ON1290,16-Oct,235050566,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,04/08/2008
OB02004809,D-Class ILB Enfys,Moelfre ILB D,53.354649,-4.231977,Moelfre ILB D,53.35464885,-4.231977207, ,D-689,235102931,D-Class,IB1 variant,IB1,MK2IB1,02/01/2008
OB02006322,B-Class A85 Annette Mary Liddington,Beaumaris ILB B,53.2622,-4.0908,Beaumaris ILB B,53.2622,-4.0908, ,B-838,235102922,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,05/01/2010
OB02013977,D-Class ILB The May-Bob,Conwy ILB D,53.280798,-3.826256,Conwy ILB D,53.28079837,-3.82625568, ,D-765,235102818,D-Class,IB1 variant,IB1,MK2IB1,06/02/2014
OB02002062,ON1164 Mersey ALB Andy Pearce,Llandudno ALB,53.322,-3.834,Llandudno ALB,53.322,-3.834,ON1164,12-006,232003203,Mersey,Carriage Boat,CarriageBoat,MK1ALALMersey,01/06/1990
OB02023337,D-Class ILB Dr Barbara Saunderson,Llandudno ILB D,53.322,-3.834,Llandudno ILB D,53.322,-3.834, ,D-793, ,D-Class,IB1 variant,IB1,MK2IB1,06/04/2016
OB02002176,ON1183 Mersey ALB Lil Cunningham,Rhyl ALB,53.3251,-3.489,Rhyl ALB,53.3251,-3.489,ON1183,Dec-24,232002741,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992
OB02016003,D-Class ILB Mary Maxwell,Rhyl ILB D,53.3251,-3.489,Rhyl ILB D,53.3251,-3.489, ,D-770,235103262,D-Class,IB1 variant,IB1,MK2IB1,11/08/2014
OB02023339,D-Class ILB Lady Barbara,Flint ILB D,53.250506,-3.128462,Flint ILB D,53.25050576,-3.128462285, ,D-795, ,D-Class,IB1 variant,IB1,MK2IB1,05/09/2016
OB02002147,ON1190 Mersey ALB Doris Bleasdale,Clogher Head ALB,53.788408,-6.235385,Clogher Head ALB,53.78840795,-6.235384515,ON1190,Dec-31,232003207,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992
OB02005004,B-Class A85 Douglas Murray,Skerries ILB B,53.585827,-6.105646, , , , ,B-830,235101863,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/02/2009
OB02002731,ON1258 Trent ALB Roy Barker III,Howth ALB,53.389622,-6.068255,Howth ALB,53.38962245,-6.068254952,ON1258,14-33,235003642,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/2002
OB02023340,D-Class ILB Aideen Cresswell,Howth ILB D,53.389622,-6.068255,Howth ILB D,53.38962245,-6.068254952, ,D-796, ,D-Class,IB1 variant,IB1,MK2IB1,12/07/2016
OB02002137,ON1200 Trent ALB Anna Livia,Dun Laoghaire ALB,53.293086,-6.129896,Dun Laoghaire ALB,53.2930856,-6.12989569,ON1200,14-May,232001880,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995
OB02004849,D-Class ILB David Young,Dun Laoghaire ILB D,53.293086,-6.129896, , , , ,D-690, ,D-Class,IB1 variant,IB1,MK2IB1,01/01/2008
OB02002148,ON1153 Tyne ALB Annie Blaker,Wicklow ALB,52.981601,-6.032684,Wicklow ALB,52.981601,-6.032684,ON1153,47-035,232003199,Tyne,Slipway Boat,SlipwayBoat,MK1Tyne,01/01/1989
OB02027095,D-Class ILB Dennis-Audrey,Wicklow ILB D,52.981601,-6.032684, , , , ,D-806, ,D-Class,IB1 variant,IB1,MK2IB1,27/02/2017
OB02002153,ON1223 Trent ALB Ger Tigchelaar,Arklow ALB,52.791971,-6.145103,Arklow ALB,52.79197123,-6.145102808,ON1223,14-19,232002182,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1996
OB02005122,D-Class ILB Cairde An Chuain,Courtown ILB D,52.643506,-6.225913,Courtown ILB D,52.64350635,-6.225913278, ,D-711,235096955,D-Class,IB1 variant,IB1,MK2IB1,23/08/2009
OB02016854,D-Class ILB Alfred William Newman,Wexford ILB D,52.341891,-6.461635,Wexford ILB D,52.34189115,-6.461634871, ,D-782,235108827,D-Class,IB1 variant,IB1,MK2IB1,01/06/2015
OB02003222,ON1278 Severn ALB The Duke of Kent,Rosslare Harbour ALB,52.253976,-6.335815, , , ,ON1278,17-45, ,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,14/02/2005
OB02004857,ON1298 Tamar ALB Kilarney,Kilmore Quay ALB,52.173354,-6.589877,Kilmore Quay ALB,52.17335433,-6.589876553,ON1298,16-18,235050725,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,23/06/2010
OB02004780,D-Class ILB Tradewinds,Fethard ILB D,52.187758,-6.838203,Fethard ILB D,52.18775839,-6.838203446, ,D-683,235096941,D-Class,IB1 variant,IB1,MK2IB1,01/10/2007
OB02002109,ON1215 Trent ALB Elizabeth and Ronald,Dunmore East ALB,52.147077,-6.992518,Dunmore East ALB,52.14707729,-6.992517914,ON1215,14-17,232002410,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1996
OB02002157,ON1228 Trent ALB Dora Foster McDougall,Dunmore East ALB,52.147077,-6.992518, , , ,ON1228,14-24,232002585,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/1997
OB02016853,D-Class ILB Isabella Purchase,Tramore ILB D,52.154096,-7.160562,Tramore ILB D,52.15409636,-7.160562048, ,D-781,235108828,D-Class,IB1 variant,IB1,MK2IB1, 
OB02012709,B-Class A85 Robert Armstrong,Helvick Head ILB B,52.0538,-7.5398,Helvick Head ILB B,52.0538,-7.5398, ,B-874,235102923,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/02/2014
OB02016865,B-Class A85 Gordon and Phil,Youghal ILB B,51.951457,-7.844188, , , , ,B-890, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,12/04/2016
OB02002220,ON1233 Trent ALB Austin Lidbury,Ballycotton ALB,51.826984,-8.001682,Ballycotton ALB,51.82698428,-8.001682133,ON1233,14-25,232003131,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1997
OB02018845,B-Class A85 John and Janet,Crosshaven ILB B,51.804435,-8.29791,Crosshaven ILB B,51.8044355,-8.297909751, ,B-892, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
OB02003313,B-Class A75 Miss Sally Anne (Baggy),Kinsale ILB B,51.7001,-8.518,Kinsale ILB B,51.7001,-8.518, ,B-796, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,13/11/2006
OB02002198,ON1205 Trent ALB Frederick Storey Cockburn,Courtmacsherry Harbour ALB,51.634941,-8.709276,Courtmacsherry Harbour ALB,51.63494148,-8.709275754,ON1205,14-Jul,232001960,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995
OB02003150,B-Class A75 Margaret Bench of Solihull,Union Hall ILB B,51.558712,-9.133953, , , , ,B-790, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,08/09/2004
OB02005606,ON1302 Tamar ALB Alan Massey,Baltimore ALB,51.487761,-9.372083,Baltimore ALB,51.48776083,-9.372083242,ON1302,16-22,235069214,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,13/12/2011
OB02002962,B-Class A75 Patricia Jennings,Baltimore ILB B,51.487761,-9.372083, , , , ,B-780, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/02/2002
OB02003221,ON1277 Severn ALB Annette Hutton,Castletownbere ALB,51.648978,-9.901901,Castletownbere ALB,51.64897825,-9.90190077,ON1277,17-44, ,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,31/08/2004
OB02002116,ON1218 Severn ALB John and Margaret Doig,Valentia ALB,51.926817,-10.288282,Valentia ALB,51.92681711,-10.28828172,ON1218,17-Jul,232002460,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1996
OB02002214,ON1239 Trent ALB Robert Hywel Jones Williams,Fenit ALB,52.271712,-9.863121,Fenit ALB,52.2717121,-9.863121254,ON1239,14-27,232003137,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1998
OB02002963,B-Class A75 Elsinore,Lough Derg ILB B,52.925978,-8.27591, , , , ,B-781, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/02/2002
OB02006409,B-Class A85 Edith Louise Eastwick,Kilrush ILB B,52.629945,-9.50057,Kilrush ILB B,52.62994492,-9.500569927, ,B-844,235109124,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,18/08/2010
OB02002107,ON1217 Severn ALB David Kirkaldy,Aran Islands ALB,53.12308,-9.66794,Aran Islands ALB,53.12307994,-9.667940151,ON1217,17-Jun,232002450,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1996
